id,mz,rt,ms1_isotopes,hyuA_UA_1,hyuA_UA_2,hyuA_UA_3,WT_UA_1,WT_UA_2,WT_UA_3
263.0865@6.825,263.0865,6.825,263.08646:7373 264.08981:767 265.09317:237,24093,25648,23894,23836,26217,24919
264.0278@1.638,264.0278,1.638,264.02777:6942 265.03112:757 266.03448:282,30920,33563,32432,32552,33681,33759
264.1589@0.803,264.1589,0.803,264.15891:9777 265.16226:2455 266.16562:1688,18533,15901,16445,15276,13254,15015
264.159@0.852,264.159,0.852,264.159:26468 265.16235:5734 266.16571:1364,86100,79975,80539,80750,69254,72515
264.648@7.237,264.648,7.237,264.64798:5250 265.65133:448 266.65469:0,19076,20940,19567,18756,16697,18350
265.0264@0.774,265.0264,0.774,265.02637:4147 266.02972:939 267.03308:510,7858,7467,5349,5775,6245,4665
265.0847@5.891,265.0847,5.891,265.08466:6722 266.08801:1052 267.09137:374,20725,16794,17729,19250,18553,16401
265.1261@5.719,265.1261,5.719,265.12613:14422 266.12948:2211 267.13284:0,34213,33140,32936,29985,31067,46485
265.1266@5.476,265.1266,5.476,265.12665:5405 266.13:638 267.13336:654,15028,8494,5120,7842,15377,7798
265.1266@5.218,265.1266,5.218,265.12665:4571 266.13:560 267.13336:628,9203,6017,12381,13054,9418,7770
265.1412@7.443,265.1412,7.443,265.14117:3253 266.14452:0 267.14788:0,12594,10746,8703,11910,10962,14996
266.1772@8.129,266.1772,8.129,266.17719:17427 267.18054:555 268.1839:258,101758,102292,94196,100571,94011,97276
267.1099@0.888,267.1099,0.888,267.10989:5631 268.11324:1893 269.1166:846,13144,10516,11047,12415,10343,11159
267.13@1.774,267.13,1.774,267.13004:5845 268.13339:1502 269.13675:3240,29278,27580,26296,32161,25550,29128
268.0846@6.461,268.0846,6.461,268.08456:3223 269.08791:471 270.09127:372,8948,8097,9445,7509,10017,7418
270.1555@5.061,270.1555,5.061,270.15549:8370 271.15884:1420 272.1622:2536,20298,20749,16878,16354,19216,20513
270.1558@5.158,270.1558,5.158,270.15585:4455 271.1592:1024 272.16256:611,11801,12885,9332,10232,12199,13199
270.1561@5.425,270.1561,5.425,270.15613:289640 271.15948:41875 272.16284:4883,711753,427399,415448,465689,500195,860193
272.1704@7.182,272.1704,7.182,272.17041:10553 273.17376:2676 274.17712:632,24012,25196,27508,34659,24236,19336
273.0795@4.961,273.0795,4.961,273.0795:4988 274.08285:1370 275.08621:0,7895,7854,7196,6858,5134,6220
273.0797@5.332,273.0797,5.332,273.07968:39751 274.08303:4427 275.08639:532,92322,15233,1151,3599,82864,99120
273.1207@4.629,273.1207,4.629,273.12067:60799 274.12402:7347 275.12738:5851,189294,181210,175408,167234,182172,182153
273.1269@1.415,273.1269,1.415,273.12686:4585 274.13021:1498 275.13357:1013,20032,24414,26834,15391,21798,19622
274.1662@3.446,274.1662,3.446,274.16617:109982 275.16952:21472 276.17288:2503,274641,273688,264705,278159,286859,286348
275.1455@6.465,275.1455,6.465,275.14548:4321 276.14883:825 277.15219:7999,11066,10889,10587,11380,11164,10934
275.1636@0.661,275.1636,0.661,275.16364:6188 276.16699:1077 277.17035:462,343,186,274,324,22982,284
275.1749@3.77,275.1749,3.77,275.17493:5024 276.17828:1568 277.18164:391,9506,7830,6465,9255,10257,8311
277.1563@3.548,277.1563,3.548,277.15631:3537 278.15966:789 279.16302:311,9915,7776,8347,12337,11776,8801
277.6558@7.2,277.6558,7.2,277.65582:9714 278.65917:1117 279.66253:0,38387,32620,32975,36185,35960,33551
279.129@4.581,279.129,4.581,279.129:6685 280.13235:3052 281.13571:625,18322,17045,17254,19288,17422,18487
279.1336@1.946,279.1336,1.946,279.13358:6801 280.13693:799 281.14029:274,41432,34686,40074,39526,38334,34693
279.1364@1.23,279.1364,1.23,279.13635:52859 280.1397:7351 281.14306:2858,220541,176016,190715,254202,192493,165776
281.1062@3.993,281.1062,3.993,281.10617:28782 282.10952:4405 283.11288:1613,100301,102575,106676,88961,88087,85958
282.1152@0.898,282.1152,0.898,282.1152:11553 283.11855:2879 284.12191:1454,25646,23681,26764,27221,24518,24638
283.1612@4.622,283.1612,4.622,283.16125:3703 284.1646:0 285.16796:0,11057,10735,9996,11608,11404,11276
284.0088@4.967,284.0088,4.967,284.00879:17164 285.01214:2134 286.0155:568,34737,31689,32782,28504,26563,27903
284.0093@5.327,284.0093,5.327,284.00928:110446 285.01263:8282 286.01599:1499,60656,5375,7.03881988525391,393,81327,336619
284.1228@4.613,284.1228,4.613,284.12277:16904 285.12612:3370 286.12948:525,58857,55111,57912,63485,58019,54780
284.1231@4.514,284.1231,4.514,284.12308:7524 285.12643:1077 286.12979:284,26470,27809,27240,25528,24263,25926
285.0313@0.808,285.0313,0.808,285.03134:19903 286.03469:4434 287.03805:2464,60057,54831,46644,42154,54384,43632
285.1433@0.911,285.1433,0.911,285.14334:5648 286.14669:1341 287.15005:0,15903,13422,14373,16233,16567,16077
285.1683@6.914,285.1683,6.914,285.16833:14736 286.17168:1451 287.17504:0,39722,37241,41754,57823,48296,30544
286.1397@6.131,286.1397,6.131,286.13968:13579 287.14303:2661 288.14639:0,32275,22703,46979,66580,25437,30937
286.1502@6.165,286.1502,6.165,286.15015:185221 287.1535:28746 288.15686:4280,527032,521988,515496,567087,538558,512890
287.0468@0.774,287.0468,0.774,287.04681:13366 288.05016:2552 289.05352:8742,29963,27451,22638,29837,30203,21784
287.1694@6.03,287.1694,6.03,287.1694:3715 288.17275:600 289.17611:384,12102,12199,10911,10957,11429,11462
288.0883@2.039,288.0883,2.039,288.08832:10884 289.09167:1600 290.09503:659,41762,38750,38217,71402,60548,53148
289.0478@0.775,289.0478,0.775,289.04782:7330 290.05117:1618 291.05453:3685,15926,14214,12277,11475,14447,11371
290.146@7.786,290.146,7.786,290.146:12627 291.14935:1854 292.15271:436,44994,43350,41542,40917,45924,45822
291.1418@5.387,291.1418,5.387,291.14185:4212 292.1452:0 293.14856:0,8129,19706,11919,17218,13670,6377
292.1286@1.679,292.1286,1.679,292.12857:4820 293.13192:813 294.13528:401,24770,19031,21812,22882,23797,21983
293.135@4.09,293.135,4.09,293.13504:9824 294.13839:2232 295.14175:0,25766,25703,25910,30426,30238,28821
294.9382@5.394,294.9382,5.394,294.9382:10607 295.94155:402 296.94491:0,17615,22.233317565918,22.233317565918,22.233317565918,222,50843
294.9382@5.31,294.9382,5.31,294.93823:11881 295.94158:666 296.94494:0,12342,173,7.17393341064453,93,12385,50199
295.0402@2.808,295.0402,2.808,295.04025:3480 296.0436:564 297.04696:579,5699,7269,16572,34848,20336,17800
296.1348@1.461,296.1348,1.461,296.1348:24299 297.13815:4383 298.14151:1108,92288,81112,80949,66675,66102,61806
297.6657@5.58,297.6657,5.58,297.66565:9732 298.669:876 299.67236:0,26498,28916,28994,23627,27105,24143
298.0964@1.84,298.0964,1.84,298.09644:14644 299.09979:2213 300.10315:653,66376,68140,70929,38356,52136,61769
298.1433@0.871,298.1433,0.871,298.14331:29008 299.14666:6252 300.15002:1706,80761,76791,77594,72550,58813,64950
298.1654@3.662,298.1654,3.662,298.16537:17356 299.16872:3401 300.17208:841,37796,30798,29176,47981,44797,38858
300.1548@2.552,300.1548,2.552,300.15485:13293 301.1582:3745 302.16156:1201,79557,86251,83291,86579,76702,80589
301.1103@4.588,301.1103,4.588,301.11032:3074 302.11367:514 303.11703:0,6151,5465,5591,6501,6446,6767
301.1179@1.245,301.1179,1.245,301.11789:16110 302.12124:3350 303.1246:900,65327,54330,57384,97968,72580,49986
301.1878@6.219,301.1878,6.219,301.18781:3497 302.19116:257 303.19452:0,14118,14774,16518,9832,12106,12105
302.1337@6.015,302.1337,6.015,302.13373:170016 303.13708:27106 304.14044:4393,434937,380899,372409,504390,485488,449428
303.0426@0.89,303.0426,0.89,303.0426:5348 304.04595:924 305.04931:1594,27383,19314,18227,16086,28849,18196
303.1539@6.396,303.1539,6.396,303.15393:34241 304.15728:6021 305.16064:860,96857,95197,90207,105344,101705,90003
303.1705@0.903,303.1705,0.903,303.1705:8073 304.17385:1998 305.17721:4443,20246,20008,21595,17087,16112,16843
306.0528@0.775,306.0528,0.775,306.05276:6958 307.05611:1585 308.05947:1945,13371,12030,9166,8808,10893,8931
306.6756@7.042,306.6756,7.042,306.67563:3879 307.67898:631 308.68234:260,7855,17060,17677,17048,19700,16955
307.0143@0.798,307.0143,0.798,307.01434:3269 308.01769:933 309.02105:1989,5499,5975,4148,3310,4079,3980
307.1251@0.91,307.1251,0.91,307.12509:4059 308.12844:846 309.1318:1555,8825,10310,9730,9894,9029,9497
308.0894@6.347,308.0894,6.347,308.08942:9031 309.09277:1351 310.09613:624,14688,9175,11296,31531,12107,8385
310.0251@5.177,310.0251,5.177,310.02509:4001 311.02844:345 312.0318:242,5920,10915,737,591,4075,10246
311.1449@7.331,311.1449,7.331,311.14487:7806 312.14822:965 313.15158:0,32903,34078,41407,50207,36811,25275
312.13@3.424,312.13,3.424,312.12997:11571 313.13332:1871 314.13668:421,31659,27887,31741,35831,36122,33961
312.6947@6.998,312.6947,6.998,312.69473:4706 313.69808:1118 314.70144:0,16422,13597,13401,18946,16867,14582
313.1866@6.827,313.1866,6.827,313.18665:10358 314.19:400 315.19336:359,27057,20854,18887,34460,36617,17534
314.1395@1.081,314.1395,1.081,314.13953:4536 315.14288:1283 316.14624:0,19944,21854,21880,15726,17382,15710
314.1695@3.761,314.1695,3.761,314.16946:8002 315.17281:1738 316.17617:684,10603,8360,7249,18570,10513,11220
315.166@6.459,315.166,6.459,315.16605:10749 316.1694:2434 317.17276:634,36953,33618,33791,36861,36902,36036
315.1764@5.993,315.1764,5.993,315.17639:6565 316.17974:1852 317.1831:564,17432,18609,17087,19352,18174,16808
316.1136@4.953,316.1136,4.953,316.11359:8590 317.11694:1891 318.1203:355,20254,18766,20101,20266,20354,21518
316.6662@7.752,316.6662,7.752,316.66617:14995 317.66952:1643 318.67288:0,55041,50113,48558,44513,53379,51253
317.1694@6.038,317.1694,6.038,317.16943:8381 318.17278:2056 319.17614:663,23246,22697,20617,24431,21922,21798
318.1279@6.37,318.1279,6.37,318.12787:9153 319.13122:1754 320.13458:1324,24390,20582,21537,26539,26213,23360
318.1279@6.492,318.1279,6.492,318.12787:3918 319.13122:0 320.13458:529,11236,10314,10082,12455,10893,9601
320.1251@0.876,320.1251,0.876,320.12509:4720 321.12844:1418 322.1318:764,11935,11363,11746,10347,10244,10246
320.1714@5.214,320.1714,5.214,320.17145:37012 321.1748:7652 322.17816:1033,98574,103147,61499,71897,93825,97669
321.1571@8.069,321.1571,8.069,321.1571:10572 322.16045:1048 323.16381:688,76576,89956,41184,56978,69973,80519
321.2069@3.416,321.2069,3.416,321.20694:19451 322.21029:5844 323.21365:681,47984,46137,43839,52494,55281,47819
321.6579@6.618,321.6579,6.618,321.65793:9400 322.66128:566 323.66464:0,27860,31493,31203,21972,24726,24465
322.1021@5.289,322.1021,5.289,322.10211:3636 323.10546:713 324.10882:272,11775,9205,9140,10688,12137,10153
322.1365@2.544,322.1365,2.544,322.13647:3580 323.13982:705 324.14318:666,21151,10259,20658,16108,17573,21106
323.1677@5.454,323.1677,5.454,323.16766:5806 324.17101:1311 325.17437:563,14993,10574,5641,12104,18245,4708
323.1933@0.908,323.1933,0.908,323.1933:7245 324.19665:1906 325.20001:1004,22405,22314,19105,19416,18753,20354
324.0404@5.105,324.0404,5.105,324.04037:6765 325.04372:973 326.04708:0,20642,27794,9896,3685,13220,28770
324.0588@7.425,324.0588,7.425,324.05884:5829 325.06219:347 326.06555:280,27539,24617,24350,30508,34159,27792
324.1042@5.142,324.1042,5.142,324.10422:30451 325.10757:6183 326.11093:3482,70750,61082,72893,74390,71214,61398
324.1157@6.017,324.1157,6.017,324.11569:4448 325.11904:909 326.1224:0,10288,8947,9162,11120,9757,9729
324.1299@6.49,324.1299,6.49,324.12994:3768 325.13329:838 326.13665:351,11784,11898,11680,13578,12310,11581
325.0429@6.696,325.0429,6.696,325.04291:9993 326.04626:1636 327.04962:0,40336,40196,37884,39521,49276,43462
326.1012@5.144,326.1012,5.144,326.10123:3128 327.10458:1259 328.10794:231,6575,6211,6698,7874,6560,6115
326.1698@2.649,326.1698,2.649,326.16983:7579 327.17318:1283 328.17654:1170,66685,63226,62649,69991,68469,35872
326.3032@0.738,326.3032,0.738,326.30322:4304 327.30657:1636 328.30993:441,5434,4564,4700,10594,6942,9101
327.1648@6.135,327.1648,6.135,327.16479:9949 328.16814:2204 329.1715:442,25756,13963,13841,57428,23122,28903
328.1479@4.799,328.1479,4.799,328.14792:4620 329.15127:714 330.15463:257,23602,23317,23143,24410,23221,25599
328.1494@4.294,328.1494,4.294,328.14938:16014 329.15273:2866 330.15609:687,118783,72878,123712,123659,92644,80168
329.1553@6.695,329.1553,6.695,329.1553:6205 330.15865:1136 331.16201:728,27693,24059,26098,30762,27894,27137
330.1647@5.759,330.1647,5.759,330.1647:35237 331.16805:6961 332.17141:1222,89844,78753,84288,107054,97334,98118
332.1271@3.054,332.1271,3.054,332.12708:29462 333.13043:4995 334.13379:1604,114057,106219,109375,122214,119400,117316
332.144@6.324,332.144,6.324,332.14401:21932 333.14736:3754 334.15072:1806,56321,44077,38899,74700,58052,56080
333.1641@6.546,333.1641,6.546,333.16412:6431 334.16747:1892 335.17083:480,16505,16375,15976,19915,15515,16444
334.1383@2.831,334.1383,2.831,334.13828:5932 335.14163:1192 336.14499:0,23825,24157,22648,26450,27070,23228
335.1942@0.926,335.1942,0.926,335.19418:7386 336.19753:2491 337.20089:0,21899,19978,20386,21733,18777,20185
336.121@5.682,336.121,5.682,336.12103:10426 337.12438:1415 338.12774:8008,34203,32509,34648,37082,32875,30575
337.2343@0.797,337.2343,0.797,337.23428:3862 338.23763:999 339.24099:2908,12289,12593,12285,12683,11202,11098
338.0958@4.958,338.0958,4.958,338.09583:3282 339.09918:869 340.10254:0,6026,7474,6809,6875,7146,6264
338.1172@5.391,338.1172,5.391,338.11719:6751 339.12054:1113 340.1239:0,45225,5349,1762,3869,14000,63747
341.067@5.332,341.067,5.332,341.06705:48310 342.0704:6482 343.07376:1153,79066,6613,145,1014,66513,126056
341.067@4.964,341.067,4.964,341.06705:7019 342.0704:1965 343.07376:424,10731,9792,8021,8501,6753,7677
343.1706@6.465,343.1706,6.465,343.17059:14307 344.17394:3042 345.1773:768,61898,58453,60353,62684,62040,52307
345.126@3.506,345.126,3.506,345.12601:30623 346.12936:3909 347.13272:878,81116,77939,77009,172,295,284
345.126@3.352,345.126,3.352,345.12604:68894 346.12939:10707 347.13275:1526,168439,144288,135119,1102,1153,668
345.1765@6.738,345.1765,6.738,345.17651:24712 346.17986:5313 347.18322:663,71397,70678,67005,75112,73191,54704
346.0866@5.14,346.0866,5.14,346.08658:6536 347.08993:1231 348.09329:599,14779,15422,12136,9937,13088,14215
348.07@6.693,348.07,6.693,348.07004:22630 349.07339:2720 350.07675:516,96487,94982,95131,93183,113194,97319
348.1631@4.688,348.1631,4.688,348.16315:3422 349.1665:0 350.16986:0,6383,6524,6736,8081,6405,6504
349.1732@0.803,349.1732,0.803,349.17319:5484 350.17654:1512 351.1799:0,9631,9314,9859,11146,8346,9360
349.1862@3.481,349.1862,3.481,349.18625:4130 350.1896:1188 351.19296:292,15882,14893,15610,20228,20278,19905
349.2099@0.896,349.2099,0.896,349.2099:5545 350.21325:1059 351.21661:2270,16458,16231,15947,14588,13825,14752
350.9953@5.195,350.9953,5.195,350.99527:4616 351.99862:404 353.00198:0,10179,13183,3850,4052,7922,11560
351.9958@4.97,351.9958,4.97,351.99582:4837 352.99917:1231 354.00253:0,9775,9073,8931,8311,8020,7664
351.9962@5.325,351.9962,5.325,351.99625:17897 352.9996:1678 354.00296:275,6317,376,37.5832489013672,37.5832489013672,10024,55047
352.1472@5.758,352.1472,5.758,352.14719:4475 353.15054:984 354.1539:318,12146,11248,10603,13698,12565,13821
355.1954@6.111,355.1954,6.111,355.1954:5860 356.19875:1422 357.20211:0,15887,16903,16297,16013,15297,15021
355.2073@5.893,355.2073,5.893,355.20728:8042 356.21063:1076 357.21399:0,62248,58362,60248,65366,62662,56143
356.1438@4.606,356.1438,4.606,356.1438:14416 357.14715:2559 358.15051:483,48543,52348,46728,59908,57635,49115
356.1443@4.508,356.1443,4.508,356.14432:38372 357.14767:6572 358.15103:1303,148119,147173,152718,151774,150553,144906
357.1752@6.465,357.1752,6.465,357.1752:4802 358.17855:905 359.18191:2688,27465,25400,27204,24100,25817,25722
357.1776@0.926,357.1776,0.926,357.17764:7200 358.18099:2101 359.18435:0,18836,20678,18139,20494,19774,19163
358.1421@2.826,358.1421,2.826,358.14206:89521 359.14541:15698 360.14877:5817,572345,542170,539717,581173,572588,541606
358.16@3.561,358.16,3.561,358.16:294729 359.16335:55382 360.16671:9002,881840,825328,833237,984093,915869,897135
358.1607@3.935,358.1607,3.935,358.16071:6278 359.16406:986 360.16742:0,22898,22104,22035,28093,23811,21767
359.1917@5.958,359.1917,5.958,359.19174:28852 360.19509:4507 361.19845:4167,98520,92829,87455,96752,94125,85814
360.3226@0.888,360.3226,0.888,360.32257:3934 361.32592:1335 362.32928:277,12483,12535,12369,12885,13698,11611
362.1558@6.096,362.1558,6.096,362.15585:8225 363.1592:1224 364.16256:348,29246,30947,26636,32004,29643,29662
362.1783@5.306,362.1783,5.306,362.17831:4884 363.18166:1202 364.18502:544,6439,9870,9470,13447,6039,5716
362.9252@5.311,362.9252,5.311,362.92517:10866 363.92852:753 364.93188:298,9205,28,2.83041114807129,2.83041114807129,11879,42780
362.9256@5.391,362.9256,5.391,362.9256:9713 363.92895:757 364.93231:327,13513,1351.27216796875,1351.27216796875,1351.27216796875,1351.27216796875,45348
363.1946@0.957,363.1946,0.957,363.19458:6238 364.19793:1898 365.20129:1030,15194,13438,22285,17707,13083,19945
363.2262@0.873,363.2262,0.873,363.22623:5138 364.22958:2160 365.23294:1003,17011,14925,16610,17087,14675,15560
364.0649@7.347,364.0649,7.347,364.06491:5233 365.06826:1054 366.07162:0,29957,10937,27450,29656,33584,29841
364.1603@6.271,364.1603,6.271,364.16034:53760 365.16369:11443 366.16705:1636,150503,133748,134707,177106,161200,154208
370.1957@1.04,370.1957,1.04,370.19574:4024 371.19909:1171 372.20245:823,18348,16470,15533,22795,19196,18072
371.193@0.894,371.193,0.894,371.19302:4804 372.19637:1575 373.19973:999,12796,13737,13245,14200,14825,12838
371.2382@4.875,371.2382,4.875,371.23819:12515 372.24154:2272 373.2449:379,31354,27644,28623,35571,31690,30552
372.1829@8.641,372.1829,8.641,372.18292:7463 373.18627:912 374.18963:0,14095,61610,83977,2193,5937,7906
372.1861@5.692,372.1861,5.692,372.1861:3877 373.18945:995 374.19281:283,10931,9079,10486,11354,10099,8564
372.3465@1.854,372.3465,1.854,372.34653:3782 373.34988:897 374.35324:402,2225,19767,1326,903,1079,18719
373.1706@6.398,373.1706,6.398,373.17056:19083 374.17391:3875 375.17727:719,31643,23547,19991,58500,35709,37059
374.1697@2.639,374.1697,2.639,374.16971:19305 375.17306:4593 376.17642:670,181566,173798,170269,186218,115338,175949
375.1745@6.534,375.1745,6.534,375.17447:4946 376.17782:999 377.18118:659,13180,13172,11891,15800,14315,12265
375.1868@3.562,375.1868,3.562,375.18677:26863 376.19012:5630 377.19348:887,80617,76709,75549,90510,91701,90809
376.1457@7.584,376.1457,7.584,376.14569:6201 377.14904:1283 378.1524:0,21022,20499,20559,21789,19851,19194
377.238@5.757,377.238,5.757,377.23798:3829 378.24133:663 379.24469:513,7926,8129,7401,8660,8792,6920
379.1949@5.687,379.1949,5.687,379.19489:13696 380.19824:2693 381.2016:2192,26270,23542,22599,24432,25666,38375
380.1227@2.821,380.1227,2.821,380.12271:3990 381.12606:882 382.12942:289,24380,22275,24672,25169,21764,22335
380.1414@3.562,380.1414,3.562,380.14139:3848 381.14474:820 382.1481:392,15292,14469,14738,15029,15320,14919
380.6858@7.783,380.6858,7.783,380.68576:4776 381.68911:355 382.69247:0,15579,16576,16606,10904,13952,13122
382.1541@1.021,382.1541,1.021,382.15411:8475 383.15746:1598 384.16082:805,19118,17968,37140,25868,45119,22752
382.255@4.621,382.255,4.621,382.25497:3779 383.25832:973 384.26168:0,10333,8381,8665,9060,9960,9384
385.1769@0.954,385.1769,0.954,385.17694:7163 386.18029:2102 387.18365:795,14970,16102,16305,13419,12815,14401
385.1956@8.439,385.1956,8.439,385.19556:16264 386.19891:1842 387.20227:380,112266,121108,127772,64968,115775,102261
385.2075@5.947,385.2075,5.947,385.20749:4969 386.21084:1502 387.2142:0,27409,28322,27569,22622,25045,25852
385.2093@0.875,385.2093,0.875,385.20929:7092 386.21264:2122 387.216:912,18521,19477,20491,17461,16636,16476
385.2094@0.803,385.2094,0.803,385.20941:3833 386.21276:1372 387.21612:0,8139,7233,7981,5670,6383,6339
385.2175@5.497,385.2175,5.497,385.2175:21262 386.22085:4886 387.22421:968,54975,59382,61053,59989,55341,37567
386.2018@6.801,386.2018,6.801,386.20175:9533 387.2051:2137 388.20846:786,23890,24388,27110,29384,28052,14449
387.1494@5.439,387.1494,5.439,387.14938:13656 388.15273:3050 389.15609:1110,26472,33020,32560,38485,36514,12749
387.1857@6.491,387.1857,6.491,387.1857:13068 388.18905:2513 389.19241:0,35743,32436,32385,37669,35359,32136
387.2012@3.408,387.2012,3.408,387.20123:21607 388.20458:5988 389.20794:1486,74198,73008,73223,85094,101324,76100
387.2342@5.424,387.2342,5.424,387.23416:5251 388.23751:1243 389.24087:286,8115,1761,2163,3115,2772,17097
389.1652@6.881,389.1652,6.881,389.16525:14764 390.1686:2828 391.17196:1057,32945,23525,26223,55144,40666,29144
390.1646@3.329,390.1646,3.329,390.16464:9896 391.16799:2962 392.17135:482,53543,52189,51286,57782,57569,53714
392.0282@5.102,392.0282,5.102,392.02817:4358 393.03152:391 394.03488:0,7535,12723,3279,639,4654,12152
393.1763@5.909,393.1763,5.909,393.17627:16212 394.17962:4908 395.18298:988,53287,50323,49043,48457,50771,48349
393.2013@5.08,393.2013,5.08,393.20132:7119 394.20467:2042 395.20803:787,17013,16622,16465,17675,18248,16435
394.1012@4.5,394.1012,4.5,394.10117:7558 395.10452:1935 396.10788:916,31792,34029,35924,32214,31896,32107
395.081@0.774,395.081,0.774,395.08099:4285 396.08434:1177 397.0877:258,8208,8422,8362,8032,9886,7423
396.117@3.564,396.117,3.564,396.11697:3311 397.12032:743 398.12368:492,12595,11732,11672,12488,10618,11233
397.171@5.174,397.171,5.174,397.17099:8717 398.17434:1680 399.1777:438,33536,31678,46692,52961,37988,27990
397.2063@3.15,397.2063,3.15,397.20633:13467 398.20968:2887 399.21304:682,64007,61871,61289,68925,64861,63966
398.1235@4.961,398.1235,4.961,398.12354:7165 399.12689:2435 400.13025:507,10556,9122,7674,8532,6137,7091
398.1247@5.336,398.1247,5.336,398.12466:19209 399.12801:4348 400.13137:823,46461,27424,340,4000,47801,28619
399.1612@3.345,399.1612,3.345,399.16119:4916 400.16454:906 401.1679:351,17524,16371,15206,1869,1784,1951
399.186@6.581,399.186,6.581,399.18597:20781 400.18932:5195 401.19268:1092,110024,102546,101339,117268,107156,102423
399.2225@5.694,399.2225,5.694,399.22253:7940 400.22588:2702 401.22924:0,44307,44245,31129,27678,38053,35223
400.3774@1.804,400.3774,1.804,400.37738:5786 401.38073:1389 402.38409:0,1453,26872,357,185,434,22169
401.1878@5.11,401.1878,5.11,401.18784:4109 402.19119:948 403.19455:315,7104,5070,8076,11592,7339,5317
401.2016@5.635,401.2016,5.635,401.2016:85970 402.20495:15820 403.20831:3232,401519,401139,397654,423804,397495,343482
401.2023@4.592,401.2023,4.592,401.20233:10619 402.20568:2418 403.20904:445,45460,43663,42107,45726,44955,43501
401.2176@4.016,401.2176,4.016,401.21756:5344 402.22091:1564 403.22427:317,18658,18017,18260,16644,15671,14887
405.1968@7.933,405.1968,7.933,405.19678:9350 406.20013:2473 407.20349:582,44876,37672,32943,42451,42105,43352
406.1064@5.391,406.1064,5.391,406.10638:3058 407.10973:488 408.11309:0,11222,89,68,75,694,15968
408.2073@8.162,408.2073,8.162,408.20734:4281 409.21069:1108 410.21405:2566,29268,16699,14843,25808,16339,32625
409.0541@5.332,409.0541,5.332,409.05411:21626 410.05746:2821 411.06082:527,25401,1215,15.4692123413086,155,19240,54175
411.2163@0.802,411.2163,0.802,411.21631:9000 412.21966:4071 413.22302:1863,16475,16522,17396,18862,14678,16265
412.2174@5.354,412.2174,5.354,412.21741:11573 413.22076:3189 414.22412:967,15832,36686,41853,46131,26979,11565
413.1767@6.22,413.1767,6.22,413.17673:6699 414.18008:1804 415.18344:0,15392,13437,13427,15756,15242,13695
415.1575@5.907,415.1575,5.907,415.15753:3421 416.16088:825 417.16424:344,10139,9538,10457,9711,9376,10055
415.1815@7.183,415.1815,7.183,415.18146:6156 416.18481:1774 417.18817:0,27933,28207,36658,51687,29144,21181
415.1923@6.428,415.1923,6.428,415.19229:11204 416.19564:2419 417.199:616,36776,36510,33201,41583,40035,36250
415.2159@4.661,415.2159,4.661,415.21588:5649 416.21923:1553 417.22259:0,19950,20160,18146,22492,20132,18399
415.217@5.108,415.217,5.108,415.21704:68435 416.22039:15928 417.22375:3673,142296,118198,156991,188337,153330,121588
417.1795@4.918,417.1795,4.918,417.1795:15302 418.18285:4734 419.18621:630,35255,35121,34110,33787,35492,33158
417.2996@0.678,417.2996,0.678,417.29956:6123 418.30291:2040 419.30627:234582,361,394,488,313,18668,352
418.2319@1.126,418.2319,1.126,418.23193:5116 419.23528:1316 420.23864:676,22589,31800,28458,28537,26693,24183
419.1758@4.945,419.1758,4.945,419.17584:4647 420.17919:1151 421.18255:296,10399,10034,11395,10984,9323,9363
419.3155@0.661,419.3155,0.661,419.31552:420752 420.31887:129996 421.32223:21877,2308,1039,506,980,1327968,1512
419.9826@4.971,419.9826,4.971,419.9826:4138 420.98595:457 421.98931:0,8390,7006,7086,6855,6260,6336
419.9833@5.335,419.9833,5.335,419.98334:15708 420.98669:1601 421.99005:355,4309,87,8.68693695068359,8.68693695068359,6258,47854
420.1422@3.921,420.1422,3.921,420.14215:9536 421.1455:1885 422.14886:918,34927,33483,17802,38788,37519,34226
423.1701@5.109,423.1701,5.109,423.17014:13204 424.17349:2981 425.17685:0,22833,20497,24992,30200,24538,20227
423.1856@5.648,423.1856,5.648,423.18561:16045 424.18896:3209 425.19232:815,81555,75485,77504,87006,77671,75235
426.2955@0.927,426.2955,0.927,426.29553:5083 427.29888:1601 428.30224:412,11839,12134,12048,9122,7778,8931
429.1962@4.603,429.1962,4.603,429.1962:25281 430.19955:5827 431.20291:1686,64177,59460,56369,68447,65939,60805
429.197@4.099,429.197,4.099,429.19696:162409 430.20031:36123 431.20367:7186,529532,493755,497528,553054,539352,509703
432.2115@0.915,432.2115,0.915,432.21152:10399 433.21487:3809 434.21823:978,18706,18644,20974,21037,22294,19592
433.3305@0.655,433.3305,0.655,433.33051:8592 434.33386:2949 435.33722:835,34,221,711,92,26578,326
434.1991@5.351,434.1991,5.351,434.1991:11083 435.20245:3438 436.20581:941,8856,21348,28782,33695,11031,7697
436.3418@0.661,436.3418,0.661,436.3418:5618 437.34515:1796 438.34851:0,226,9.54763565063477,95,113,12249,316
437.2@5.106,437.2,5.106,437.20004:13604 438.20339:3723 439.20675:491,37730,34501,34412,33951,35701,35691
437.2392@2.861,437.2392,2.861,437.2392:4120 438.24255:1021 439.24591:430,26484,28401,28253,33143,21659,27171
440.2487@5.435,440.2487,5.435,440.24875:59792 441.2521:17923 442.25546:3710,76491,81831,86256,182580,105872,50131
440.249@5.194,440.249,5.194,440.24896:24609 441.25231:0 442.25567:137231,33151,18872,29901,74015,37438,29298
